SiteID,909059,Site Timezone,-6,Data Timezone,-6,Longitude,-100.43097,Latitude,20.825272
Year,Month,Day,Hour,Minute,wind speed at 80m (m/s),wind direction at 80m (deg)
2010,1,1,0,0,2.8000000000000003,29.62
2010,1,1,1,0,0.49,200.49
2010,1,1,2,0,3.2800000000000002,10
2010,1,1,3,0,3.0700000000000003,328.03000000000003
2010,1,1,4,0,2.42,287.2
2010,1,1,5,0,0.62,359.27
2010,1,1,6,0,2.68,18.76
2010,1,1,7,0,3.18,8.27
2010,1,1,8,0,0.59,56.1
2010,1,1,9,0,1.44,84.96000000000001
2010,1,1,10,0,7.63,100.46000000000001
2010,1,1,11,0,7.66,103.69
2010,1,1,12,0,9.59,108.55
2010,1,1,13,0,9.32,111.73
2010,1,1,14,0,7.82,109.98
2010,1,1,15,0,8,108.43
2010,1,1,16,0,8.39,101.73
2010,1,1,17,0,7.98,101.94
2010,1,1,18,0,3.4,41.21
2010,1,1,19,0,4.5600000000000005,7.49
2010,1,1,20,0,5.0600000000000005,8.44
2010,1,1,21,0,4.87,13.98
2010,1,1,22,0,3.41,37.53
2010,1,1,23,0,2.22,55.33
2010,1,2,0,0,0.4,196.51
2010,1,2,1,0,0.39,300.42
2010,1,2,2,0,1.27,156.18
2010,1,2,3,0,0.78,322.33
2010,1,2,4,0,2.2600000000000002,316.38
2010,1,2,5,0,1.8800000000000001,352.96
2010,1,2,6,0,0.62,355
2010,1,2,7,0,0.33,88.26
2010,1,2,8,0,0.29,166.03
2010,1,2,9,0,1.06,313.07
2010,1,2,10,0,0.54,343.31
2010,1,2,11,0,0.5,308.7
2010,1,2,12,0,0.38,139.52
2010,1,2,13,0,2.37,159.52
2010,1,2,14,0,2.62,161.28
2010,1,2,15,0,2.61,150.48
2010,1,2,16,0,3.13,152.88
2010,1,2,17,0,4.95,141.24
2010,1,2,18,0,4.83,130.62
2010,1,2,19,0,3.47,38.62
2010,1,2,20,0,1.97,78.47
2010,1,2,21,0,1.1500000000000001,100.98
2010,1,2,22,0,1.99,109.48
2010,1,2,23,0,1.6400000000000001,35.75
2010,1,3,0,0,1.7,114.53
2010,1,3,1,0,0.34,317.11
2010,1,3,2,0,1.37,317.96
2010,1,3,3,0,1.58,11.63
2010,1,3,4,0,1.17,21.25
2010,1,3,5,0,2.35,12.49
2010,1,3,6,0,3.2800000000000002,22.17
2010,1,3,7,0,4,2.27
2010,1,3,8,0,4.8100000000000005,3.18
2010,1,3,9,0,7.47,7.32
2010,1,3,10,0,8.24,12.61
2010,1,3,11,0,6.7,11.58
2010,1,3,12,0,4.08,12.040000000000001
2010,1,3,13,0,2.97,8.19
2010,1,3,14,0,3.8000000000000003,132.53
2010,1,3,15,0,3.73,131.92000000000002
2010,1,3,16,0,4.07,127.03
2010,1,3,17,0,3.5500000000000003,122.35000000000001
2010,1,3,18,0,4.32,96.3
2010,1,3,19,0,0.61,268.36
2010,1,3,20,0,2.2,6.0200000000000005
2010,1,3,21,0,5.21,2.19
2010,1,3,22,0,4.04,22.650000000000002
2010,1,3,23,0,3.42,16.3
2010,1,4,0,0,3.37,358.74
2010,1,4,1,0,1.52,89.05
2010,1,4,2,0,0.86,42.82
2010,1,4,3,0,1.45,317.86
2010,1,4,4,0,1.82,344.15000000000003
2010,1,4,5,0,3.09,359.54
2010,1,4,6,0,1.08,331.23
2010,1,4,7,0,1.9100000000000001,341.77
2010,1,4,8,0,2.7800000000000002,348.72
2010,1,4,9,0,0.77,292.71
2010,1,4,10,0,0.86,158.33
2010,1,4,11,0,5.34,105.79
2010,1,4,12,0,5.25,111.78
2010,1,4,13,0,2.93,71.94
2010,1,4,14,0,2.99,98.52
2010,1,4,15,0,6.25,102.13
2010,1,4,16,0,6.25,97.17
2010,1,4,17,0,5.16,94.66
2010,1,4,18,0,2.66,25.25
2010,1,4,19,0,3.11,3.5700000000000003
2010,1,4,20,0,3.62,9.200000000000001
2010,1,4,21,0,3.14,354.57
2010,1,4,22,0,1.4000000000000001,3.2600000000000002
2010,1,4,23,0,2.58,80.27
2010,1,5,0,0,4.82,65.81
2010,1,5,1,0,1.72,50.5
2010,1,5,2,0,3.42,97.18
2010,1,5,3,0,2.7600000000000002,95.25
2010,1,5,4,0,1.35,300.74
2010,1,5,5,0,0.18,10.33
2010,1,5,6,0,1.73,25.76
2010,1,5,7,0,2.82,77.76
2010,1,5,8,0,7.71,97.10000000000001
2010,1,5,9,0,9.790000000000001,110.95
2010,1,5,10,0,13.77,111.12
2010,1,5,11,0,16.330000000000002,110.67
2010,1,5,12,0,15.860000000000001,111.61
2010,1,5,13,0,14.17,110.39
2010,1,5,14,0,13.07,119.08
2010,1,5,15,0,10.44,115.69
2010,1,5,16,0,10.83,111.43
2010,1,5,17,0,9.05,105.68
2010,1,5,18,0,7.91,98.11
2010,1,5,19,0,3.54,107.97
2010,1,5,20,0,2.09,112.83
2010,1,5,21,0,2.79,61.5
2010,1,5,22,0,0.81,159.81
2010,1,5,23,0,0.8300000000000001,26.240000000000002
2010,1,6,0,0,0.38,145.73
2010,1,6,1,0,1.1,330.16
2010,1,6,2,0,0.16,278.37
2010,1,6,3,0,2.13,148.51
2010,1,6,4,0,0.27,90.8
2010,1,6,5,0,1.3900000000000001,324.1
2010,1,6,6,0,2.47,6.25
2010,1,6,7,0,2.5300000000000002,22.6
2010,1,6,8,0,2.44,40.71
2010,1,6,9,0,1.01,151.98
2010,1,6,10,0,0.5700000000000001,179.12
2010,1,6,11,0,0.32,297.39
2010,1,6,12,0,0.8300000000000001,274.95
2010,1,6,13,0,0.89,336.23
2010,1,6,14,0,2.02,355.5
2010,1,6,15,0,2.14,320.49
2010,1,6,16,0,2.5100000000000002,303.1
2010,1,6,17,0,4.25,339.22
2010,1,6,18,0,8.34,4.07
2010,1,6,19,0,8.64,12
2010,1,6,20,0,7.59,17.35
2010,1,6,21,0,6.92,20.14
2010,1,6,22,0,2.2600000000000002,66.82000000000001
2010,1,6,23,0,2.5300000000000002,101.81
2010,1,7,0,0,1.84,130.6
2010,1,7,1,0,0.99,3.9
2010,1,7,2,0,1.78,28.03
2010,1,7,3,0,3.99,16.78
2010,1,7,4,0,2.99,9.57
2010,1,7,5,0,1.3800000000000001,77.76
2010,1,7,6,0,3.93,27.47
2010,1,7,7,0,2.45,308.96
2010,1,7,8,0,1.21,1
2010,1,7,9,0,2.61,134.21
2010,1,7,10,0,0.21,243.21
2010,1,7,11,0,0.68,163.41
2010,1,7,12,0,1.37,16.12
2010,1,7,13,0,3.98,359.19
2010,1,7,14,0,5.5200000000000005,0.42
2010,1,7,15,0,1.77,90.69
2010,1,7,16,0,3.13,73.24
2010,1,7,17,0,7.08,16.78
2010,1,7,18,0,6.33,19.77
2010,1,7,19,0,6.74,12.48
2010,1,7,20,0,7.59,12.32
2010,1,7,21,0,8.26,8.05
2010,1,7,22,0,2.31,9.23
2010,1,7,23,0,2.21,29.740000000000002
2010,1,8,0,0,1.32,112.78
2010,1,8,1,0,3.41,119.08
2010,1,8,2,0,1,130.63
2010,1,8,3,0,1.31,60.27
2010,1,8,4,0,8.75,109.4
2010,1,8,5,0,9.950000000000001,111.91
2010,1,8,6,0,11.67,111.83
2010,1,8,7,0,10.200000000000001,107.3
2010,1,8,8,0,13.07,112.16
2010,1,8,9,0,12.040000000000001,110.77
2010,1,8,10,0,9.85,116.12
2010,1,8,11,0,8.74,121.53
2010,1,8,12,0,7.53,121.9
2010,1,8,13,0,6.58,119.22
2010,1,8,14,0,6.24,119.11
2010,1,8,15,0,6.07,120.41
2010,1,8,16,0,5.18,111.16
2010,1,8,17,0,4.3100000000000005,89.88
2010,1,8,18,0,1.07,22.900000000000002
2010,1,8,19,0,1.82,342.69
2010,1,8,20,0,1.9100000000000001,125.8
2010,1,8,21,0,1.68,144.67000000000002
2010,1,8,22,0,1.87,126.62
2010,1,8,23,0,1.5,146.63
2010,1,9,0,0,1.36,69.95
2010,1,9,1,0,0.53,120.47
2010,1,9,2,0,0.75,349.44
2010,1,9,3,0,2.74,30.01
2010,1,9,4,0,3.98,26.29
2010,1,9,5,0,4.5200000000000005,41
2010,1,9,6,0,5.72,21.23
2010,1,9,7,0,6.12,21.71
2010,1,9,8,0,6.96,20.69
2010,1,9,9,0,5.95,24.36
2010,1,9,10,0,3.4,37.76
2010,1,9,11,0,2.89,19.35
2010,1,9,12,0,4.39,3.21
2010,1,9,13,0,5.23,359.40000000000003
2010,1,9,14,0,7.58,3.12
2010,1,9,15,0,7.01,9.22
2010,1,9,16,0,8.620000000000001,8.06
2010,1,9,17,0,8.63,13.65
2010,1,9,18,0,8.26,14.77
2010,1,9,19,0,9.07,12.120000000000001
2010,1,9,20,0,7.63,17.67
2010,1,9,21,0,7.01,20.26
2010,1,9,22,0,6.63,25.490000000000002
2010,1,9,23,0,5.36,25.28
2010,1,10,0,0,4.89,25.53
2010,1,10,1,0,4.59,27.46
2010,1,10,2,0,2.82,45.800000000000004
2010,1,10,3,0,1.81,122.72
2010,1,10,4,0,0.31,40.93
2010,1,10,5,0,1.1400000000000001,332.63
2010,1,10,6,0,2.58,16.96
2010,1,10,7,0,2.64,16.68
2010,1,10,8,0,2.09,19.7
2010,1,10,9,0,3.3200000000000003,10.15
2010,1,10,10,0,2.04,20.27
2010,1,10,11,0,2.38,87.59
2010,1,10,12,0,6.07,95.52
2010,1,10,13,0,6.69,93.60000000000001
2010,1,10,14,0,5.87,89.53
2010,1,10,15,0,5.43,86.92
2010,1,10,16,0,5.0600000000000005,80.41
2010,1,10,17,0,4.01,70.16
2010,1,10,18,0,4.47,22.61
2010,1,10,19,0,4.36,23.72
2010,1,10,20,0,4.07,23.47
2010,1,10,21,0,3.63,21.5
2010,1,10,22,0,2.14,31.580000000000002
2010,1,10,23,0,1.98,19
2010,1,11,0,0,2.06,37.53
2010,1,11,1,0,1.78,124.9
2010,1,11,2,0,0.9500000000000001,333.96
2010,1,11,3,0,2.0300000000000002,305.85
2010,1,11,4,0,1.74,25.35
2010,1,11,5,0,3.92,22.07
2010,1,11,6,0,5.16,14.74
2010,1,11,7,0,4.42,26.09
2010,1,11,8,0,2.1,31.63
2010,1,11,9,0,0.61,114.96000000000001
2010,1,11,10,0,3.79,109.27
2010,1,11,11,0,6.47,86.73
2010,1,11,12,0,6.99,87.87
2010,1,11,13,0,8.14,92.96000000000001
2010,1,11,14,0,7.67,86.36
2010,1,11,15,0,7.51,93.32000000000001
2010,1,11,16,0,6.4,93.04
2010,1,11,17,0,5.38,100.42
2010,1,11,18,0,2.07,91.52
2010,1,11,19,0,1.98,10.870000000000001
2010,1,11,20,0,1.99,11.69
2010,1,11,21,0,3.5100000000000002,11.86
2010,1,11,22,0,4.23,16.23
2010,1,11,23,0,4.11,18.03
2010,1,12,0,0,5,13.450000000000001
2010,1,12,1,0,4.59,21.75
2010,1,12,2,0,4.38,21.52
2010,1,12,3,0,3.56,23.75
2010,1,12,4,0,2.91,22.95
2010,1,12,5,0,3.65,2.64
2010,1,12,6,0,4.75,10.88
2010,1,12,7,0,4.18,25.5
2010,1,12,8,0,4.2700000000000005,13.24
2010,1,12,9,0,3.58,24.310000000000002
2010,1,12,10,0,1.9100000000000001,14.82
2010,1,12,11,0,5.49,86.45
2010,1,12,12,0,6.28,92.59
2010,1,12,13,0,6.37,90.31
2010,1,12,14,0,4.67,77.28
2010,1,12,15,0,5.38,58.02
2010,1,12,16,0,5.67,63.96
2010,1,12,17,0,5.33,53.46
2010,1,12,18,0,5.09,35.01
2010,1,12,19,0,4.87,29.240000000000002
2010,1,12,20,0,5.22,49.57
2010,1,12,21,0,4.33,18.75
2010,1,12,22,0,3.22,10.88
2010,1,12,23,0,1.85,9.05
2010,1,13,0,0,0.91,112.8
2010,1,13,1,0,0.54,48.09
2010,1,13,2,0,1.19,45.02
2010,1,13,3,0,1.6500000000000001,31.21
2010,1,13,4,0,2.98,27.3
2010,1,13,5,0,1.77,9.41
2010,1,13,6,0,1.83,359.82
2010,1,13,7,0,2.5,4.53
2010,1,13,8,0,2.71,355.95
2010,1,13,9,0,1.73,12.540000000000001
2010,1,13,10,0,4.12,83.67
2010,1,13,11,0,7.37,85.83
2010,1,13,12,0,7.34,90.34
2010,1,13,13,0,7.66,93.46000000000001
2010,1,13,14,0,8.03,94.4
2010,1,13,15,0,7.4,84.77
2010,1,13,16,0,6.8100000000000005,77.51
2010,1,13,17,0,6.33,60.95
2010,1,13,18,0,6.95,81.24
2010,1,13,19,0,6.2,69.17
2010,1,13,20,0,5.87,70
2010,1,13,21,0,6.65,74.75
2010,1,13,22,0,3.86,60.83
2010,1,13,23,0,2.47,32.910000000000004
2010,1,14,0,0,1.1400000000000001,24.03
2010,1,14,1,0,0.65,43.29
2010,1,14,2,0,1.96,356.69
2010,1,14,3,0,1.55,323.26
2010,1,14,4,0,1.6400000000000001,308.93
2010,1,14,5,0,2.49,303.18
2010,1,14,6,0,2.04,12.61
2010,1,14,7,0,1.87,5.0200000000000005
2010,1,14,8,0,1.55,13.9
2010,1,14,9,0,0.6,23.35
2010,1,14,10,0,1.8800000000000001,197.22
2010,1,14,11,0,2.83,186.75
2010,1,14,12,0,5.03,195.25
2010,1,14,13,0,4.99,225.02
2010,1,14,14,0,5.57,230.07
2010,1,14,15,0,6.890000000000001,239.09
2010,1,14,16,0,7.23,238.44
2010,1,14,17,0,5.64,218.44
2010,1,14,18,0,3.2800000000000002,194.86
2010,1,14,19,0,2.44,189.51
2010,1,14,20,0,3.0100000000000002,168.45000000000002
2010,1,14,21,0,4.68,149.73
2010,1,14,22,0,5.51,170.37
2010,1,14,23,0,6.26,195.82
2010,1,15,0,0,5.61,193.1
2010,1,15,1,0,4.48,175.4
2010,1,15,2,0,3.25,183.43
2010,1,15,3,0,1.97,222.8
2010,1,15,4,0,0.59,304.01
2010,1,15,5,0,1.05,298.18
2010,1,15,6,0,4.5,286.03000000000003
2010,1,15,7,0,4.58,263.6
2010,1,15,8,0,3.98,274.09000000000003
2010,1,15,9,0,3.14,246.70000000000002
2010,1,15,10,0,4.6000000000000005,239.69
2010,1,15,11,0,6.21,246.39000000000001
2010,1,15,12,0,6.68,250.18
2010,1,15,13,0,7.55,243.58
2010,1,15,14,0,3.87,237
2010,1,15,15,0,9.32,261.17
2010,1,15,16,0,10.24,257.18
2010,1,15,17,0,6.98,280.81
2010,1,15,18,0,6.49,307.93
2010,1,15,19,0,6.57,321.24
2010,1,15,20,0,4.95,15.39
2010,1,15,21,0,2.3000000000000003,10.25
2010,1,15,22,0,5.44,80.56
2010,1,15,23,0,3.14,91.34
2010,1,16,0,0,4.94,84.74
2010,1,16,1,0,1,97.89
2010,1,16,2,0,1.99,3.7
2010,1,16,3,0,0.89,0.55
2010,1,16,4,0,3.47,18.490000000000002
2010,1,16,5,0,4.13,7.7
2010,1,16,6,0,5.23,7.5600000000000005
2010,1,16,7,0,4.37,14.94
2010,1,16,8,0,5.07,13.290000000000001
2010,1,16,9,0,4.49,23.080000000000002
2010,1,16,10,0,2.2,27.66
2010,1,16,11,0,1.1400000000000001,110.87
2010,1,16,12,0,1.96,7.63
2010,1,16,13,0,3.11,7.2700000000000005
2010,1,16,14,0,4.09,3.5300000000000002
2010,1,16,15,0,5.55,3.68
2010,1,16,16,0,6.5200000000000005,7.55
2010,1,16,17,0,7.08,12.09
2010,1,16,18,0,8.02,20.72
2010,1,16,19,0,9.17,19.5
2010,1,16,20,0,9.49,12.52
2010,1,16,21,0,7.6000000000000005,12.25
2010,1,16,22,0,4.92,15.32
2010,1,16,23,0,4.44,19.07
2010,1,17,0,0,2.58,48.56
2010,1,17,1,0,2.71,100.02
2010,1,17,2,0,3.39,131.02
2010,1,17,3,0,0.81,26.18
2010,1,17,4,0,1.3,321.62
2010,1,17,5,0,2.85,320.55
2010,1,17,6,0,3.0500000000000003,318.54
2010,1,17,7,0,1.1300000000000001,297.53000000000003
2010,1,17,8,0,1.04,313.16
2010,1,17,9,0,1.25,329.98
2010,1,17,10,0,0.12,144.46
2010,1,17,11,0,2.2800000000000002,133.6
2010,1,17,12,0,4.3,151.26
2010,1,17,13,0,2.82,178.27
2010,1,17,14,0,1.92,179.05
2010,1,17,15,0,2.32,138.55
2010,1,17,16,0,3.39,209.27
2010,1,17,17,0,3.75,163.89000000000001
2010,1,17,18,0,4.39,124.27
2010,1,17,19,0,5.93,23.39
2010,1,17,20,0,5.86,26.55
2010,1,17,21,0,4.78,46.26
2010,1,17,22,0,0.9500000000000001,133.86
2010,1,17,23,0,1.9000000000000001,34.44
2010,1,18,0,0,1.33,8.38
2010,1,18,1,0,0.68,24.650000000000002
2010,1,18,2,0,0.85,287.49
2010,1,18,3,0,1.4000000000000001,267.19
2010,1,18,4,0,1,280.86
2010,1,18,5,0,0.88,217.15
2010,1,18,6,0,0.93,213.11
2010,1,18,7,0,0.4,345.78000000000003
2010,1,18,8,0,1.79,339.85
2010,1,18,9,0,1.55,22.52
2010,1,18,10,0,0.53,225.14000000000001
2010,1,18,11,0,1.3900000000000001,229.86
2010,1,18,12,0,5.13,236.79
2010,1,18,13,0,5.0200000000000005,242.04
2010,1,18,14,0,3.45,275.49
2010,1,18,15,0,3.88,266.32
2010,1,18,16,0,3.75,256.47
2010,1,18,17,0,3.45,289.16
2010,1,18,18,0,3.43,269.13
2010,1,18,19,0,4.24,277.24
2010,1,18,20,0,3.94,20.7
2010,1,18,21,0,5.25,36.99
2010,1,18,22,0,5.3,27.240000000000002
2010,1,18,23,0,1.9100000000000001,84.52
2010,1,19,0,0,1.17,90.57000000000001
2010,1,19,1,0,0.42,144.02
2010,1,19,2,0,1.6500000000000001,312.09000000000003
2010,1,19,3,0,1.35,302.87
2010,1,19,4,0,1.92,321.41
2010,1,19,5,0,2.34,304.28000000000003
2010,1,19,6,0,2.04,319.42
2010,1,19,7,0,0.98,301.24
2010,1,19,8,0,0.51,271.05
2010,1,19,9,0,0.38,312.53000000000003
2010,1,19,10,0,0.5,180.49
2010,1,19,11,0,2.47,183.12
2010,1,19,12,0,3.18,199.8
2010,1,19,13,0,2.97,199.19
2010,1,19,14,0,3.36,185.51
2010,1,19,15,0,3.0100000000000002,192.71
2010,1,19,16,0,3.79,228.86
2010,1,19,17,0,3.84,252.51000000000002
2010,1,19,18,0,4.94,259.22
2010,1,19,19,0,3.84,270.49
2010,1,19,20,0,2.71,308.14
2010,1,19,21,0,3.5100000000000002,317.3
2010,1,19,22,0,4.82,298.55
2010,1,19,23,0,1.99,187.63
2010,1,20,0,0,2.05,155.72
2010,1,20,1,0,3.08,165.06
2010,1,20,2,0,2.08,165.66
2010,1,20,3,0,2.22,153.83
2010,1,20,4,0,2.47,169.63
2010,1,20,5,0,1.23,160.63
2010,1,20,6,0,1.2,142.21
2010,1,20,7,0,1.3900000000000001,134.74
2010,1,20,8,0,1.99,147.42000000000002
2010,1,20,9,0,2.2800000000000002,163.41
2010,1,20,10,0,2.33,174.24
2010,1,20,11,0,2.9,188.86
2010,1,20,12,0,5.19,219.09
2010,1,20,13,0,4.84,240.99
2010,1,20,14,0,5.08,241.51
2010,1,20,15,0,5.14,236.66
2010,1,20,16,0,4.62,235.62
2010,1,20,17,0,4.26,249.89000000000001
2010,1,20,18,0,2.87,225.99
2010,1,20,19,0,3.29,252.29
2010,1,20,20,0,3.36,242.89000000000001
2010,1,20,21,0,2.66,344.94
2010,1,20,22,0,1.21,264.28000000000003
2010,1,20,23,0,3.31,131.93
2010,1,21,0,0,1.19,53.97
2010,1,21,1,0,1.86,138.1
2010,1,21,2,0,2.18,154.27
2010,1,21,3,0,0.46,186.45000000000002
2010,1,21,4,0,2.14,1.35
2010,1,21,5,0,0.8200000000000001,60.88
2010,1,21,6,0,3.95,142.14000000000001
2010,1,21,7,0,2.49,142.28
2010,1,21,8,0,1.16,35.08
2010,1,21,9,0,1.43,11.33
2010,1,21,10,0,0.23,58.31
2010,1,21,11,0,1.62,183.27
2010,1,21,12,0,2.68,187.25
2010,1,21,13,0,3.0300000000000002,181.85
2010,1,21,14,0,4.34,227.70000000000002
2010,1,21,15,0,4.03,245.56
2010,1,21,16,0,3.79,251.18
2010,1,21,17,0,3.5700000000000003,233.87
2010,1,21,18,0,4.86,241.26
2010,1,21,19,0,3.5300000000000002,279.94
2010,1,21,20,0,2.87,340.35
2010,1,21,21,0,2.72,10.03
2010,1,21,22,0,3.46,350.36
2010,1,21,23,0,1.6300000000000001,23.3
2010,1,22,0,0,1.85,156.94
2010,1,22,1,0,2.47,132.08
2010,1,22,2,0,0.48,44.06
2010,1,22,3,0,0.61,62.06
2010,1,22,4,0,0.68,84.17
2010,1,22,5,0,0.5,45.39
2010,1,22,6,0,1.1300000000000001,13.16
2010,1,22,7,0,0.89,81.18
2010,1,22,8,0,0.8200000000000001,92.60000000000001
2010,1,22,9,0,2.22,167.9
2010,1,22,10,0,2.4,200.83
2010,1,22,11,0,3.83,195.01
2010,1,22,12,0,4.19,182.23
2010,1,22,13,0,4.49,210.81
2010,1,22,14,0,4.64,185.87
2010,1,22,15,0,4.46,199.74
2010,1,22,16,0,4.64,224.42000000000002
2010,1,22,17,0,4.8,261.3
2010,1,22,18,0,4.37,275
2010,1,22,19,0,3.7800000000000002,275.21
2010,1,22,20,0,2.7800000000000002,262.72
2010,1,22,21,0,2.79,245.46
2010,1,22,22,0,1.68,117.31
2010,1,22,23,0,2.63,194.49
2010,1,23,0,0,0.61,293.27
2010,1,23,1,0,1.58,197.07
2010,1,23,2,0,3.75,216
2010,1,23,3,0,4.96,222.54
2010,1,23,4,0,5.04,223.93
2010,1,23,5,0,4.26,203.61
2010,1,23,6,0,5.0600000000000005,192.05
2010,1,23,7,0,4.59,170.70000000000002
2010,1,23,8,0,4.16,175.02
2010,1,23,9,0,4.25,183.29
2010,1,23,10,0,5.15,202.9
2010,1,23,11,0,5.49,218.53
2010,1,23,12,0,7.140000000000001,227.14000000000001
2010,1,23,13,0,5.96,250.15
2010,1,23,14,0,6.61,242.41
2010,1,23,15,0,7.87,248.46
2010,1,23,16,0,8.06,248.45000000000002
2010,1,23,17,0,7.0600000000000005,250.88
2010,1,23,18,0,5.5600000000000005,241.75
2010,1,23,19,0,5.2,256.58
2010,1,23,20,0,6.34,264.28000000000003
2010,1,23,21,0,6.05,240.21
2010,1,23,22,0,3.94,204.56
2010,1,23,23,0,4.12,196.87
2010,1,24,0,0,2.34,193.91
2010,1,24,1,0,1.55,209.78
2010,1,24,2,0,2.18,177
2010,1,24,3,0,3.63,196.3
2010,1,24,4,0,4.63,188.14000000000001
2010,1,24,5,0,4.47,199.46
2010,1,24,6,0,3.98,191.59
2010,1,24,7,0,2.3000000000000003,170.93
2010,1,24,8,0,0.38,51.76
2010,1,24,9,0,1.2,135.11
2010,1,24,10,0,2.81,169.70000000000002
2010,1,24,11,0,4.71,189.07
2010,1,24,12,0,4.86,211.41
2010,1,24,13,0,6.5600000000000005,248.71
2010,1,24,14,0,6.48,247.47
2010,1,24,15,0,6.25,242.22
2010,1,24,16,0,7.66,250.8
2010,1,24,17,0,7.12,253.48000000000002
2010,1,24,18,0,5.63,259.27
2010,1,24,19,0,4.33,252.72
2010,1,24,20,0,3.24,265.25
2010,1,24,21,0,3.25,155.28
2010,1,24,22,0,5.83,41.980000000000004
2010,1,24,23,0,7.17,28.66
2010,1,25,0,0,9.16,28.29
2010,1,25,1,0,8.97,21.72
2010,1,25,2,0,9.72,17.69
2010,1,25,3,0,7.5200000000000005,26.150000000000002
2010,1,25,4,0,7.3500000000000005,23.36
2010,1,25,5,0,7.36,14.38
2010,1,25,6,0,5.0200000000000005,33.980000000000004
2010,1,25,7,0,5.04,23.69
2010,1,25,8,0,2.21,73.51
2010,1,25,9,0,2.34,23.85
2010,1,25,10,0,3.4,8.72
2010,1,25,11,0,6.13,7.59
2010,1,25,12,0,6.88,5.18
2010,1,25,13,0,4.54,0.55
2010,1,25,14,0,2.27,22.86
2010,1,25,15,0,3.94,354.12
2010,1,25,16,0,2.59,353.40000000000003
2010,1,25,17,0,2.2,74.44
2010,1,25,18,0,3.18,92.32000000000001
2010,1,25,19,0,2.84,21.41
2010,1,25,20,0,4.58,12.68
2010,1,25,21,0,5.01,6.96
2010,1,25,22,0,3.54,11.75
2010,1,25,23,0,2.98,27.61
2010,1,26,0,0,2.54,25.51
2010,1,26,1,0,1.3,58.160000000000004
2010,1,26,2,0,1.6500000000000001,92.22
2010,1,26,3,0,1.73,345.45
2010,1,26,4,0,0.42,335.49
2010,1,26,5,0,0.67,75.2
2010,1,26,6,0,0.45,252.44
2010,1,26,7,0,2.33,322.05
2010,1,26,8,0,1.79,23.87
2010,1,26,9,0,0.93,283.95
2010,1,26,10,0,0.38,141.99
2010,1,26,11,0,5.88,97.15
2010,1,26,12,0,7.17,106.4
2010,1,26,13,0,5.5,98.8
2010,1,26,14,0,7.640000000000001,99.27
2010,1,26,15,0,7.19,100.33
2010,1,26,16,0,8.6,95.53
2010,1,26,17,0,9.77,97.41
2010,1,26,18,0,9.41,93.89
2010,1,26,19,0,6.140000000000001,81.48
2010,1,26,20,0,2.15,354.01
2010,1,26,21,0,1.56,30.080000000000002
2010,1,26,22,0,4.63,11
2010,1,26,23,0,2.18,46.01
2010,1,27,0,0,0.74,276.97
2010,1,27,1,0,0.77,270.58
2010,1,27,2,0,1.24,7.13
2010,1,27,3,0,2.02,20.7
2010,1,27,4,0,0.78,37.36
2010,1,27,5,0,1.6400000000000001,189.11
2010,1,27,6,0,1.34,124.72
2010,1,27,7,0,0.23,48.14
2010,1,27,8,0,0.41000000000000003,75.45
2010,1,27,9,0,0.76,81.10000000000001
2010,1,27,10,0,2.71,133.2
2010,1,27,11,0,2.97,139.42000000000002
2010,1,27,12,0,3.7,150.5
2010,1,27,13,0,2.33,159.95000000000002
2010,1,27,14,0,1.8,155.58
2010,1,27,15,0,1.86,187.20000000000002
2010,1,27,16,0,2.17,194.62
2010,1,27,17,0,5.24,138.13
2010,1,27,18,0,3.21,139.49
2010,1,27,19,0,5.69,9.88
2010,1,27,20,0,3.94,84.66
2010,1,27,21,0,3.09,122.34
2010,1,27,22,0,2.67,116.34
2010,1,27,23,0,5.45,132.23
2010,1,28,0,0,3.9,142.21
2010,1,28,1,0,1.42,183.94
2010,1,28,2,0,3.1,141.78
2010,1,28,3,0,0.76,180.63
2010,1,28,4,0,1.84,138.34
2010,1,28,5,0,0.3,290.53000000000003
2010,1,28,6,0,0.62,119.9
2010,1,28,7,0,0.32,55.72
2010,1,28,8,0,1.04,184.69
2010,1,28,9,0,1.79,162.55
2010,1,28,10,0,1.42,195.39000000000001
2010,1,28,11,0,4.37,261.29
2010,1,28,12,0,4.99,243.59
2010,1,28,13,0,5,240.79
2010,1,28,14,0,5.05,246.06
2010,1,28,15,0,5.22,228.01
2010,1,28,16,0,5.34,251.91
2010,1,28,17,0,5.86,232.58
2010,1,28,18,0,5.7,253.13
2010,1,28,19,0,4.07,266.98
2010,1,28,20,0,3.06,281.18
2010,1,28,21,0,0.75,153.14000000000001
2010,1,28,22,0,4.2700000000000005,222.93
2010,1,28,23,0,3.1,234.01
2010,1,29,0,0,2.19,218.4
2010,1,29,1,0,1.55,130.97
2010,1,29,2,0,0.32,182.92000000000002
2010,1,29,3,0,2.81,175.96
2010,1,29,4,0,1.46,212.57
2010,1,29,5,0,2.88,174.01
2010,1,29,6,0,1.37,278.14
2010,1,29,7,0,1.51,253.3
2010,1,29,8,0,2.86,305.49
2010,1,29,9,0,0.85,327.94
2010,1,29,10,0,0.9,229.33
2010,1,29,11,0,0.85,215.98000000000002
2010,1,29,12,0,1,248.78
2010,1,29,13,0,2.33,205.66
2010,1,29,14,0,7.32,53.620000000000005
2010,1,29,15,0,3.43,29.98
2010,1,29,16,0,2,135.82
2010,1,29,17,0,3.66,124.83
