SiteID,910216,Site Timezone,-6,Data Timezone,-6,Longitude,-100.388824,Latitude,20.59169
Year,Month,Day,Hour,Minute,wind speed at 10m (m/s),wind direction at 10m (deg)
2010,1,1,0,0,5.12,83.85000000000001
2010,1,1,1,0,4.86,89.16
2010,1,1,2,0,6.08,72.3
2010,1,1,3,0,8.16,81.85000000000001
2010,1,1,4,0,8.6,79.95
2010,1,1,5,0,9.05,77.54
2010,1,1,6,0,7.63,72.01
2010,1,1,7,0,6.44,76.01
2010,1,1,8,0,7.42,86.63
2010,1,1,9,0,8.44,81.58
2010,1,1,10,0,7.97,85.06
2010,1,1,11,0,8.47,85.57000000000001
2010,1,1,12,0,9.32,85.57000000000001
2010,1,1,13,0,8.45,87.49
2010,1,1,14,0,8.46,81.45
2010,1,1,15,0,8.4,78.5
2010,1,1,16,0,8.24,76.36
2010,1,1,17,0,8.19,75.19
2010,1,1,18,0,7.7700000000000005,64.82000000000001
2010,1,1,19,0,8.370000000000001,64.76
2010,1,1,20,0,8.48,66.6
2010,1,1,21,0,7.55,67.27
2010,1,1,22,0,6.5200000000000005,72.08
2010,1,1,23,0,6.13,70.82000000000001
2010,1,2,0,0,5.99,78.95
2010,1,2,1,0,5.19,79.92
2010,1,2,2,0,4.86,80.27
2010,1,2,3,0,4.98,74.59
2010,1,2,4,0,4.7,68.23
2010,1,2,5,0,4.82,75.29
2010,1,2,6,0,4.44,79.26
2010,1,2,7,0,4.99,80.88
2010,1,2,8,0,5.53,79.51
2010,1,2,9,0,5.47,80.23
2010,1,2,10,0,4.7700000000000005,80.10000000000001
2010,1,2,11,0,3.87,79.11
2010,1,2,12,0,3.23,75.34
2010,1,2,13,0,2.72,75.3
2010,1,2,14,0,2.0100000000000002,75.57000000000001
2010,1,2,15,0,1.54,80.33
2010,1,2,16,0,1.32,80.26
2010,1,2,17,0,1.16,63.64
2010,1,2,18,0,1.83,67.68
2010,1,2,19,0,4.8,71.88
2010,1,2,20,0,5.62,71.41
2010,1,2,21,0,5.44,78.65
2010,1,2,22,0,5.32,72.31
2010,1,2,23,0,4.88,66.43
2010,1,3,0,0,4.46,75.03
2010,1,3,1,0,3.49,73.19
2010,1,3,2,0,3.21,76.64
2010,1,3,3,0,2.9,79.61
2010,1,3,4,0,2.92,76.89
2010,1,3,5,0,3.23,86.02
2010,1,3,6,0,3.54,88
2010,1,3,7,0,3.11,83.08
2010,1,3,8,0,3.0300000000000002,73.64
2010,1,3,9,0,3.15,74.22
2010,1,3,10,0,3.37,76.21000000000001
2010,1,3,11,0,3.67,83.72
2010,1,3,12,0,4.05,88.17
2010,1,3,13,0,4.3,95.39
2010,1,3,14,0,4.3100000000000005,101.94
2010,1,3,15,0,4.24,96.73
2010,1,3,16,0,5.55,64.6
2010,1,3,17,0,5.79,72.36
2010,1,3,18,0,5.3,75.57000000000001
2010,1,3,19,0,5.64,66.51
2010,1,3,20,0,5.61,68.13
2010,1,3,21,0,6.05,70.55
2010,1,3,22,0,5.76,70.92
2010,1,3,23,0,6.0600000000000005,69.13
2010,1,4,0,0,5.94,68.02
2010,1,4,1,0,5.96,67.43
2010,1,4,2,0,5.55,68.89
2010,1,4,3,0,5.37,64.45
2010,1,4,4,0,5.59,69.9
2010,1,4,5,0,4.69,67.91
2010,1,4,6,0,4.62,69.93
2010,1,4,7,0,5.14,66.52
2010,1,4,8,0,4.84,64.42
2010,1,4,9,0,5.2700000000000005,63.33
2010,1,4,10,0,5.76,67.02
2010,1,4,11,0,6.51,74.02
2010,1,4,12,0,6.49,68.15
2010,1,4,13,0,7.12,65.28
2010,1,4,14,0,7.22,72.88
2010,1,4,15,0,6.87,65.33
2010,1,4,16,0,7.15,67.82000000000001
2010,1,4,17,0,7.44,63.71
2010,1,4,18,0,7.79,64.61
2010,1,4,19,0,7.73,65.21000000000001
2010,1,4,20,0,8.16,65.63
2010,1,4,21,0,8.14,65.07000000000001
2010,1,4,22,0,7.68,68.13
2010,1,4,23,0,7.04,68.77
2010,1,5,0,0,7.51,62.68
2010,1,5,1,0,7.15,67.31
2010,1,5,2,0,6.3,68.69
2010,1,5,3,0,6.22,66.9
2010,1,5,4,0,6.11,79.02
2010,1,5,5,0,6.66,80.64
2010,1,5,6,0,6.43,79.06
2010,1,5,7,0,6.84,80.53
2010,1,5,8,0,7.49,78.67
2010,1,5,9,0,7.59,80.19
2010,1,5,10,0,8.25,79.98
2010,1,5,11,0,8.65,78.53
2010,1,5,12,0,8.83,80.38
2010,1,5,13,0,8.22,77.63
2010,1,5,14,0,8.44,80.05
2010,1,5,15,0,8.34,79.62
2010,1,5,16,0,8.52,76.24
2010,1,5,17,0,8.09,77.88
2010,1,5,18,0,8.49,70.63
2010,1,5,19,0,8.47,70.05
2010,1,5,20,0,8.2,71.11
2010,1,5,21,0,7.95,68.43
2010,1,5,22,0,7.26,65.72
2010,1,5,23,0,7.2,66.61
2010,1,6,0,0,6.4,68.06
2010,1,6,1,0,6.54,67.09
2010,1,6,2,0,5.59,67.61
2010,1,6,3,0,5.05,75.18
2010,1,6,4,0,4.95,66.74
2010,1,6,5,0,4.7700000000000005,68.79
2010,1,6,6,0,4.92,70.42
2010,1,6,7,0,3.84,81.24
2010,1,6,8,0,4.3,81.55
2010,1,6,9,0,4.3,83
2010,1,6,10,0,3.97,75.24
2010,1,6,11,0,2.65,70.57000000000001
2010,1,6,12,0,1.6400000000000001,60.72
2010,1,6,13,0,1.08,291.58
2010,1,6,14,0,0.84,233.4
2010,1,6,15,0,1.9100000000000001,286.82
2010,1,6,16,0,2.65,268.43
2010,1,6,17,0,2.2,295.78000000000003
2010,1,6,18,0,4.93,58.71
2010,1,6,19,0,5.3500000000000005,67.94
2010,1,6,20,0,5.09,72.67
2010,1,6,21,0,4.39,71.97
2010,1,6,22,0,4.65,85.12
2010,1,6,23,0,4.69,85.79
2010,1,7,0,0,4.99,77.97
2010,1,7,1,0,4.69,73.23
2010,1,7,2,0,4.2700000000000005,71.89
2010,1,7,3,0,3.5,66.02
2010,1,7,4,0,3.15,77.76
2010,1,7,5,0,3.16,70.83
2010,1,7,6,0,3.31,68.98
2010,1,7,7,0,3.22,67.22
2010,1,7,8,0,3.17,81.94
2010,1,7,9,0,3.71,73.9
2010,1,7,10,0,3.36,72.86
2010,1,7,11,0,2.5100000000000002,68.18
2010,1,7,12,0,2.54,58.81
2010,1,7,13,0,3.0700000000000003,74.95
2010,1,7,14,0,2.93,85.64
2010,1,7,15,0,4.36,62.160000000000004
2010,1,7,16,0,5.5200000000000005,72.47
2010,1,7,17,0,5.87,63.97
2010,1,7,18,0,6.0200000000000005,64.59
2010,1,7,19,0,6.69,72.10000000000001
2010,1,7,20,0,5.94,70.5
2010,1,7,21,0,6.1000000000000005,71.17
2010,1,7,22,0,5.58,75.51
2010,1,7,23,0,5.8500000000000005,72.63
2010,1,8,0,0,5.5200000000000005,77.04
2010,1,8,1,0,6.3500000000000005,78.12
2010,1,8,2,0,6.82,68.97
2010,1,8,3,0,7.37,68.11
2010,1,8,4,0,7.84,83.02
2010,1,8,5,0,7.5,82.36
2010,1,8,6,0,6.08,73.07000000000001
2010,1,8,7,0,7.88,76.07000000000001
2010,1,8,8,0,8.44,74.63
2010,1,8,9,0,7.55,78.71000000000001
2010,1,8,10,0,7.2,80.83
2010,1,8,11,0,6.73,83.47
2010,1,8,12,0,6.61,82.42
2010,1,8,13,0,6.6000000000000005,83.72
2010,1,8,14,0,6.74,72.79
2010,1,8,15,0,7.2,62.14
2010,1,8,16,0,7.5600000000000005,64.05
2010,1,8,17,0,7.930000000000001,63.38
2010,1,8,18,0,7.79,65.67
2010,1,8,19,0,7.34,68.74
2010,1,8,20,0,7.140000000000001,74.82000000000001
2010,1,8,21,0,7.19,77.13
2010,1,8,22,0,7.18,77.86
2010,1,8,23,0,7.1000000000000005,78.67
2010,1,9,0,0,7,75.75
2010,1,9,1,0,7.24,72.9
2010,1,9,2,0,6.79,70.97
2010,1,9,3,0,6.41,75.2
2010,1,9,4,0,6.74,73.97
2010,1,9,5,0,6.41,73.92
2010,1,9,6,0,5.89,68.92
2010,1,9,7,0,5.93,66.66
2010,1,9,8,0,5.47,66.45
2010,1,9,9,0,5.38,71.44
2010,1,9,10,0,5.6000000000000005,73.27
2010,1,9,11,0,5.3100000000000005,67.38
2010,1,9,12,0,5.23,64.96000000000001
2010,1,9,13,0,5.44,61.92
2010,1,9,14,0,5.94,65.35
2010,1,9,15,0,6.04,68.1
2010,1,9,16,0,6.53,65.06
2010,1,9,17,0,6.68,65.49
2010,1,9,18,0,6.68,64.82000000000001
2010,1,9,19,0,6.71,67.79
2010,1,9,20,0,6.21,67.02
2010,1,9,21,0,5.87,64.91
2010,1,9,22,0,5.66,67.25
2010,1,9,23,0,5.67,69.72
2010,1,10,0,0,4.8500000000000005,68.03
2010,1,10,1,0,4.93,70.32000000000001
2010,1,10,2,0,5.14,78.17
2010,1,10,3,0,5.18,77.95
2010,1,10,4,0,5.51,76.69
2010,1,10,5,0,5.63,75.76
2010,1,10,6,0,5.7,73.77
2010,1,10,7,0,5.58,70.69
2010,1,10,8,0,5.88,67.45
2010,1,10,9,0,6.46,69.32000000000001
2010,1,10,10,0,6.83,70.74
2010,1,10,11,0,7.32,70.74
2010,1,10,12,0,7.03,72.22
2010,1,10,13,0,7.7700000000000005,62.230000000000004
2010,1,10,14,0,8.33,63.72
2010,1,10,15,0,8.66,64.38
2010,1,10,16,0,9.040000000000001,65.15
2010,1,10,17,0,8.89,65.16
2010,1,10,18,0,8.81,66.89
2010,1,10,19,0,8.78,70.25
2010,1,10,20,0,8.33,70.53
2010,1,10,21,0,8.07,70.35000000000001
2010,1,10,22,0,6.91,70.98
2010,1,10,23,0,7.11,68.3
2010,1,11,0,0,6.24,68.56
2010,1,11,1,0,5.64,79.13
2010,1,11,2,0,5.53,72.05
2010,1,11,3,0,4.68,70.47
2010,1,11,4,0,4.53,66.32000000000001
2010,1,11,5,0,4.7,72.5
2010,1,11,6,0,4.82,73.51
2010,1,11,7,0,4.74,73.58
2010,1,11,8,0,5.75,73.21000000000001
2010,1,11,9,0,6.43,74.59
2010,1,11,10,0,6.97,77.7
2010,1,11,11,0,7.38,79.06
2010,1,11,12,0,7.4,77.42
2010,1,11,13,0,7.5200000000000005,74.55
2010,1,11,14,0,7.29,64.95
2010,1,11,15,0,7.48,56.800000000000004
2010,1,11,16,0,7.69,63.2
2010,1,11,17,0,7.7700000000000005,59.42
2010,1,11,18,0,7.87,62.57
2010,1,11,19,0,7.640000000000001,66.31
2010,1,11,20,0,7.140000000000001,67.24
2010,1,11,21,0,6.640000000000001,69.66
2010,1,11,22,0,6.2,70.69
2010,1,11,23,0,5.12,65.6
2010,1,12,0,0,4.96,65.84
2010,1,12,1,0,4.74,68.11
2010,1,12,2,0,4.9,66.18
2010,1,12,3,0,4.43,68.3
2010,1,12,4,0,5,58.51
2010,1,12,5,0,4.47,62.4
2010,1,12,6,0,4.82,71.99
2010,1,12,7,0,4.99,65.55
2010,1,12,8,0,5.16,66.9
2010,1,12,9,0,5.92,70.57000000000001
2010,1,12,10,0,6.25,73.52
2010,1,12,11,0,6.51,64.55
2010,1,12,12,0,6.41,66.88
2010,1,12,13,0,7.21,58.35
2010,1,12,14,0,7.12,60.870000000000005
2010,1,12,15,0,7.37,68.04
2010,1,12,16,0,7.82,64.47
2010,1,12,17,0,7.9,62.78
2010,1,12,18,0,7.79,65.83
2010,1,12,19,0,7.66,70.34
2010,1,12,20,0,7.53,71.31
2010,1,12,21,0,7.4,71.63
2010,1,12,22,0,6.86,71.89
2010,1,12,23,0,6.65,68.25
2010,1,13,0,0,5.82,71.29
2010,1,13,1,0,5.78,70.8
2010,1,13,2,0,4.8100000000000005,70.26
2010,1,13,3,0,4.25,74.24
2010,1,13,4,0,4.44,72.09
2010,1,13,5,0,4.53,70.99
2010,1,13,6,0,6.0200000000000005,68.25
2010,1,13,7,0,5.14,67.32000000000001
2010,1,13,8,0,4.73,70.83
2010,1,13,9,0,5.8100000000000005,78.7
2010,1,13,10,0,6.36,79.98
2010,1,13,11,0,6.9,69.07000000000001
2010,1,13,12,0,6.32,64.73
2010,1,13,13,0,6.640000000000001,61.47
2010,1,13,14,0,7.22,57.61
2010,1,13,15,0,7.37,57.4
2010,1,13,16,0,7.5600000000000005,56.69
2010,1,13,17,0,7.0200000000000005,59.71
2010,1,13,18,0,6.6000000000000005,58.4
2010,1,13,19,0,6.74,63.31
2010,1,13,20,0,6.48,61.870000000000005
2010,1,13,21,0,5.28,66.43
2010,1,13,22,0,4.69,72.93
2010,1,13,23,0,4.25,73.67
2010,1,14,0,0,3.54,73.97
2010,1,14,1,0,3.49,65.16
2010,1,14,2,0,3.5100000000000002,60.46
2010,1,14,3,0,3.34,63.03
2010,1,14,4,0,2.68,71.86
2010,1,14,5,0,2.04,85.39
2010,1,14,6,0,1.8,92.59
2010,1,14,7,0,1.45,92.88
2010,1,14,8,0,0.42,202.58
2010,1,14,9,0,0.78,265.59000000000003
2010,1,14,10,0,1.6,278.34000000000003
2010,1,14,11,0,2.5100000000000002,274.31
2010,1,14,12,0,3.25,267.12
2010,1,14,13,0,4.22,267.45
2010,1,14,14,0,5.14,270.49
2010,1,14,15,0,5.0600000000000005,268.26
2010,1,14,16,0,4.86,268.54
2010,1,14,17,0,6.03,263.33
2010,1,14,18,0,4.78,274.46
2010,1,14,19,0,2.29,278.01
2010,1,14,20,0,1.29,131.64000000000001
2010,1,14,21,0,1.3900000000000001,217.51
2010,1,14,22,0,1.4000000000000001,234.49
2010,1,14,23,0,0.52,311.76
2010,1,15,0,0,1.28,307.54
2010,1,15,1,0,1.8800000000000001,279.55
2010,1,15,2,0,2.45,263.13
2010,1,15,3,0,2.82,256.29
2010,1,15,4,0,1.78,244.35
2010,1,15,5,0,1.92,240.91
2010,1,15,6,0,2.43,245.52
2010,1,15,7,0,1.45,239.64000000000001
2010,1,15,8,0,1.74,233.46
2010,1,15,9,0,2.66,250.75
2010,1,15,10,0,4.26,262.92
2010,1,15,11,0,5.45,267.14
2010,1,15,12,0,5.5600000000000005,273.15000000000003
2010,1,15,13,0,6.03,276.33
2010,1,15,14,0,6.08,277.63
2010,1,15,15,0,5.88,278.56
2010,1,15,16,0,7.36,271.47
2010,1,15,17,0,5.24,288.52
2010,1,15,18,0,4.37,286.87
2010,1,15,19,0,2.65,304.3
2010,1,15,20,0,2.93,351.72
2010,1,15,21,0,6.76,71.3
2010,1,15,22,0,6.42,69.04
2010,1,15,23,0,6.75,68.74
2010,1,16,0,0,6.45,67.93
2010,1,16,1,0,5.98,67.6
2010,1,16,2,0,6.45,69.95
2010,1,16,3,0,6.34,73.9
2010,1,16,4,0,6.21,70.27
2010,1,16,5,0,6.2,60.88
2010,1,16,6,0,6.0200000000000005,60.300000000000004
2010,1,16,7,0,5.88,68.24
2010,1,16,8,0,5.7,69.16
2010,1,16,9,0,5.28,71.79
2010,1,16,10,0,4.8500000000000005,74.25
2010,1,16,11,0,4.15,71
2010,1,16,12,0,3.83,68.60000000000001
2010,1,16,13,0,3.34,72.53
2010,1,16,14,0,3.62,80.38
2010,1,16,15,0,3.92,90.59
2010,1,16,16,0,4.3100000000000005,72.89
2010,1,16,17,0,4.67,71.81
2010,1,16,18,0,5.87,66.15
2010,1,16,19,0,5.67,66.49
2010,1,16,20,0,5.76,68.21000000000001
2010,1,16,21,0,4.97,71.87
2010,1,16,22,0,4.62,73.83
2010,1,16,23,0,4.33,80.66
2010,1,17,0,0,3.73,81.25
2010,1,17,1,0,3.74,81.57000000000001
2010,1,17,2,0,3.98,78.86
2010,1,17,3,0,4.09,67.46000000000001
2010,1,17,4,0,3.96,70.66
2010,1,17,5,0,3.25,74.36
2010,1,17,6,0,3.43,76.27
2010,1,17,7,0,4.0200000000000005,77.17
2010,1,17,8,0,3.86,72.75
2010,1,17,9,0,5.26,81.77
2010,1,17,10,0,5.69,82.15
2010,1,17,11,0,4.99,82.65
2010,1,17,12,0,3.9,79.23
2010,1,17,13,0,2.43,67.28
2010,1,17,14,0,1.78,62
2010,1,17,15,0,1.29,84.7
2010,1,17,16,0,1.01,104.17
2010,1,17,17,0,1.6600000000000001,73.95
2010,1,17,18,0,5.13,66.77
2010,1,17,19,0,6.05,72.96000000000001
2010,1,17,20,0,5.8100000000000005,75.21000000000001
2010,1,17,21,0,5.45,68.19
2010,1,17,22,0,5.15,67.94
2010,1,17,23,0,4.8,69.41
2010,1,18,0,0,4.65,69.75
2010,1,18,1,0,4.0200000000000005,75.26
2010,1,18,2,0,3.27,77.85000000000001
2010,1,18,3,0,3.16,78.53
2010,1,18,4,0,3.0700000000000003,80.51
2010,1,18,5,0,3.39,78.94
2010,1,18,6,0,3.33,71.25
2010,1,18,7,0,3.25,62.11
2010,1,18,8,0,2,69.94
2010,1,18,9,0,0.88,118.46000000000001
2010,1,18,10,0,0.6,276.64
2010,1,18,11,0,1.8,284.43
2010,1,18,12,0,3.89,260.59000000000003
2010,1,18,13,0,4.15,271.91
2010,1,18,14,0,4.08,286.72
2010,1,18,15,0,4.29,273.61
2010,1,18,16,0,4.22,270.55
2010,1,18,17,0,3.2800000000000002,265.83
2010,1,18,18,0,3.2600000000000002,256.39
2010,1,18,19,0,1.67,262.2
2010,1,18,20,0,0.49,34.32
2010,1,18,21,0,3.72,71.96000000000001
2010,1,18,22,0,4.26,78.91
2010,1,18,23,0,4.47,80.53
2010,1,19,0,0,4.71,81.43
2010,1,19,1,0,4.05,83.73
2010,1,19,2,0,2.89,79
2010,1,19,3,0,3.5,76.15
2010,1,19,4,0,3.4,94.22
2010,1,19,5,0,3.4,86.06
2010,1,19,6,0,3.45,74.97
2010,1,19,7,0,2.99,72.07000000000001
2010,1,19,8,0,2.32,68.95
2010,1,19,9,0,2.18,74.8
2010,1,19,10,0,1.37,72.02
2010,1,19,11,0,0.75,321.67
2010,1,19,12,0,1.44,287.3
2010,1,19,13,0,1.76,279.64
2010,1,19,14,0,2.5100000000000002,238.98000000000002
2010,1,19,15,0,3.44,291.42
2010,1,19,16,0,3.68,275.93
2010,1,19,17,0,2.91,285.96
2010,1,19,18,0,3.21,295.23
2010,1,19,19,0,2.0100000000000002,307.25
2010,1,19,20,0,0.9500000000000001,205.35
2010,1,19,21,0,1.1500000000000001,191.47
2010,1,19,22,0,0.3,359.01
2010,1,19,23,0,0.63,342.89
2010,1,20,0,0,0.93,35.61
2010,1,20,1,0,1.23,345.26
2010,1,20,2,0,0.8,327.40000000000003
2010,1,20,3,0,0.32,319.94
2010,1,20,4,0,0.9400000000000001,307.74
2010,1,20,5,0,0.92,305.96
2010,1,20,6,0,0.8200000000000001,30.6
2010,1,20,7,0,1.62,66.24
2010,1,20,8,0,0.9500000000000001,50.7
2010,1,20,9,0,0.45,300.99
2010,1,20,10,0,1.72,286.43
2010,1,20,11,0,2.39,270.28000000000003
2010,1,20,12,0,3.02,267.45
2010,1,20,13,0,4.37,269.88
2010,1,20,14,0,4.68,259.45
2010,1,20,15,0,4.89,271.93
2010,1,20,16,0,4.9,258.16
2010,1,20,17,0,5.3100000000000005,273.32
2010,1,20,18,0,3.46,274.97
2010,1,20,19,0,1.48,292.22
2010,1,20,20,0,1.3,226.16
2010,1,20,21,0,1.02,214.56
2010,1,20,22,0,1.41,36.32
2010,1,20,23,0,1.1,46.51
2010,1,21,0,0,0.64,88.12
2010,1,21,1,0,0.72,337.44
2010,1,21,2,0,1.43,355.98
2010,1,21,3,0,1.05,274
2010,1,21,4,0,1.31,135.34
2010,1,21,5,0,0.5,183.3
2010,1,21,6,0,2.7600000000000002,70.4
2010,1,21,7,0,3,74
2010,1,21,8,0,0.96,52.65
2010,1,21,9,0,0.61,293.77
2010,1,21,10,0,0.61,20.5
2010,1,21,11,0,0.7000000000000001,268.18
2010,1,21,12,0,1.93,284.78000000000003
2010,1,21,13,0,2.33,274.3
2010,1,21,14,0,3.4,283.35
2010,1,21,15,0,3.34,244.18
2010,1,21,16,0,3.2800000000000002,265.88
2010,1,21,17,0,3.2800000000000002,281.72
2010,1,21,18,0,2.84,276.90000000000003
2010,1,21,19,0,1.43,315.16
2010,1,21,20,0,0.9,212.98000000000002
2010,1,21,21,0,0.49,180.14000000000001
2010,1,21,22,0,0.89,242.83
2010,1,21,23,0,1.84,80.64
2010,1,22,0,0,2.52,67.24
2010,1,22,1,0,2.57,65.7
2010,1,22,2,0,1.57,82.64
2010,1,22,3,0,1.32,96.91
2010,1,22,4,0,0.18,263.61
2010,1,22,5,0,0.4,73.56
2010,1,22,6,0,1.04,84.5
2010,1,22,7,0,1.1,101.74000000000001
2010,1,22,8,0,1.6,70.01
2010,1,22,9,0,0.73,11.07
2010,1,22,10,0,1.09,272.55
2010,1,22,11,0,2.66,287.36
2010,1,22,12,0,2.7600000000000002,298.94
2010,1,22,13,0,3.14,274.41
2010,1,22,14,0,3,231.57
2010,1,22,15,0,2.57,291.83
2010,1,22,16,0,3.5700000000000003,250.96
2010,1,22,17,0,3.7,263.08
2010,1,22,18,0,2.99,276.71
2010,1,22,19,0,2.18,266.6
2010,1,22,20,0,0.76,323.46
2010,1,22,21,0,2.36,298.58
2010,1,22,22,0,1.1400000000000001,291.24
2010,1,22,23,0,1.56,291.15000000000003
2010,1,23,0,0,0.99,234.75
2010,1,23,1,0,0.34,247.54
2010,1,23,2,0,1.33,272.95
2010,1,23,3,0,0.92,320.72
2010,1,23,4,0,0.34,242.19
2010,1,23,5,0,0.7000000000000001,268.97
2010,1,23,6,0,0.85,268.34000000000003
2010,1,23,7,0,0.36,9.200000000000001
2010,1,23,8,0,0.21,191.35
2010,1,23,9,0,1.51,281.29
2010,1,23,10,0,3.06,271.16
2010,1,23,11,0,4.05,275.32
2010,1,23,12,0,4.95,262.93
2010,1,23,13,0,5.89,274.73
2010,1,23,14,0,6.58,264.7
2010,1,23,15,0,6.47,265.62
2010,1,23,16,0,6.95,269.87
2010,1,23,17,0,6.04,260.04
2010,1,23,18,0,3.0500000000000003,279.62
2010,1,23,19,0,2.65,280.04
2010,1,23,20,0,2.66,253.12
2010,1,23,21,0,3,257.6
2010,1,23,22,0,2.71,272.08
2010,1,23,23,0,2.37,266.03000000000003
2010,1,24,0,0,1.9100000000000001,280.82
2010,1,24,1,0,1.85,280.89
2010,1,24,2,0,1.56,236.71
2010,1,24,3,0,1.12,250.72
2010,1,24,4,0,1.29,314.90000000000003
2010,1,24,5,0,0.15,0.63
2010,1,24,6,0,0.22,306.94
2010,1,24,7,0,0.73,44.550000000000004
2010,1,24,8,0,1.03,128.32
2010,1,24,9,0,0.76,50.56
2010,1,24,10,0,0.2,45.71
2010,1,24,11,0,0.93,268.04
2010,1,24,12,0,2.24,283.91
2010,1,24,13,0,4.47,276.15000000000003
2010,1,24,14,0,5.3,254.94
2010,1,24,15,0,5.86,273.29
2010,1,24,16,0,6.79,265.88
2010,1,24,17,0,5.83,272.81
2010,1,24,18,0,4.55,276.92
2010,1,24,19,0,3.12,282.97
2010,1,24,20,0,0.67,300.89
2010,1,24,21,0,1.95,358.81
2010,1,24,22,0,1.6600000000000001,309.78000000000003
2010,1,24,23,0,0.63,274.33
2010,1,25,0,0,4.58,98.84
2010,1,25,1,0,5.01,75.34
2010,1,25,2,0,5.38,70.95
2010,1,25,3,0,5.64,69.97
2010,1,25,4,0,5.21,67.3
2010,1,25,5,0,5.4,69.18
2010,1,25,6,0,4.9,71.73
2010,1,25,7,0,5.3,79.22
2010,1,25,8,0,5.16,80.06
2010,1,25,9,0,5.96,74.23
2010,1,25,10,0,5.59,76.75
2010,1,25,11,0,5.17,71.8
2010,1,25,12,0,6.15,56.7
2010,1,25,13,0,5.7,60.21
2010,1,25,14,0,5.19,53.53
2010,1,25,15,0,5.63,61.980000000000004
2010,1,25,16,0,5.5,68.53
2010,1,25,17,0,5.78,62.64
2010,1,25,18,0,6.04,64.7
2010,1,25,19,0,6.63,60.67
2010,1,25,20,0,5.96,68.06
2010,1,25,21,0,6.18,69.19
2010,1,25,22,0,5.38,62.22
2010,1,25,23,0,5.3500000000000005,67.65
2010,1,26,0,0,6.09,61.28
2010,1,26,1,0,5.12,71.4
2010,1,26,2,0,5.89,68.07000000000001
2010,1,26,3,0,5.49,71.44
2010,1,26,4,0,5.53,66.72
2010,1,26,5,0,5.93,75.35000000000001
2010,1,26,6,0,6.2,69.4
2010,1,26,7,0,6.36,72.72
2010,1,26,8,0,6.24,70.28
2010,1,26,9,0,6.67,75.64
2010,1,26,10,0,6.99,77.71000000000001
2010,1,26,11,0,7.26,78.63
2010,1,26,12,0,6.92,77.18
2010,1,26,13,0,6.83,77.42
2010,1,26,14,0,7.17,62.85
2010,1,26,15,0,7.69,61.93
2010,1,26,16,0,7.2,64.48
2010,1,26,17,0,7.09,65.2
2010,1,26,18,0,7.390000000000001,64.92
2010,1,26,19,0,6.95,63.79
2010,1,26,20,0,6.5,67.67
2010,1,26,21,0,6.2700000000000005,64.78
2010,1,26,22,0,6.65,70.67
2010,1,26,23,0,6.2,67.74
2010,1,27,0,0,5.54,69.64
2010,1,27,1,0,5.99,67.42
2010,1,27,2,0,6.68,70.21000000000001
2010,1,27,3,0,6.99,70.09
2010,1,27,4,0,6.48,68.27
2010,1,27,5,0,6.22,72.97
2010,1,27,6,0,5.94,68.62
2010,1,27,7,0,6.3,72.82000000000001
2010,1,27,8,0,6.53,71.81
2010,1,27,9,0,5.8100000000000005,75.7
2010,1,27,10,0,5.87,78.26
2010,1,27,11,0,4.55,76.71000000000001
2010,1,27,12,0,3.52,69.71000000000001
2010,1,27,13,0,3.0100000000000002,63.68
2010,1,27,14,0,1.98,51.89
2010,1,27,15,0,1.32,13.76
2010,1,27,16,0,0.61,27.48
2010,1,27,17,0,1.8800000000000001,45.93
2010,1,27,18,0,4.45,64.83
2010,1,27,19,0,5.16,78.62
2010,1,27,20,0,5.2700000000000005,73.58
2010,1,27,21,0,5.38,78.61
2010,1,27,22,0,5.3100000000000005,86.64
2010,1,27,23,0,4.51,78.12
2010,1,28,0,0,3.85,83.31
2010,1,28,1,0,3.27,76.62
2010,1,28,2,0,2.63,69.71000000000001
2010,1,28,3,0,0.11,195.91
2010,1,28,4,0,0.37,134.44
2010,1,28,5,0,0.68,111.71000000000001
2010,1,28,6,0,0.96,265.97
2010,1,28,7,0,0.17,216.98000000000002
2010,1,28,8,0,0.35000000000000003,163.58
2010,1,28,9,0,1.47,255.12
2010,1,28,10,0,2.66,277.05
2010,1,28,11,0,3.71,267.08
2010,1,28,12,0,4.71,261.98
2010,1,28,13,0,5.05,265.57
2010,1,28,14,0,4.89,276.77
2010,1,28,15,0,4.97,261.47
2010,1,28,16,0,4.7,273.83
2010,1,28,17,0,4.55,265.77
2010,1,28,18,0,3.94,278.83
2010,1,28,19,0,2.48,275.82
2010,1,28,20,0,1.6600000000000001,260.19
2010,1,28,21,0,2.1,256.81
2010,1,28,22,0,2.22,266.82
2010,1,28,23,0,2.57,231.20000000000002
2010,1,29,0,0,2.37,247.88
2010,1,29,1,0,3.58,253.28
2010,1,29,2,0,3.02,242.79
2010,1,29,3,0,3.43,248.08
2010,1,29,4,0,3.54,251.92000000000002
2010,1,29,5,0,2.83,252.05
2010,1,29,6,0,2.98,259.79
2010,1,29,7,0,2.79,282.97
2010,1,29,8,0,2.13,235.13
2010,1,29,9,0,3.41,235.62
2010,1,29,10,0,2.11,234.93
2010,1,29,11,0,2.02,258.6
2010,1,29,12,0,1.75,275.86
2010,1,29,13,0,1.49,343.94
2010,1,29,14,0,1.42,208.26
2010,1,29,15,0,5.5600000000000005,59.99
2010,1,29,16,0,6.33,74.73
2010,1,29,17,0,6.53,65.47
2010,1,29,18,0,7.69,65
2010,1,29,19,0,7.61,67.56
